Título,Imagem,Subtítulo,Conteúdo,Autor,Data
OOP E DESVIO EM OURO PRETO,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/11/oop_16_capa_face_desvio_OP.jpg,APRESENTAÇÃO INTEGRA A 39ª SEMANA DO ALEIJADINHO,"A Orquestra Ouro Preto, sob regência do maestro Rodrigo Toffolo, convida o Duo Desvio, dos percussionistas Leonardo Gorosito e Rafael Alberto, para um concerto especial intitulado C’Alma. O concerto será realizado às 20h30, na Igreja São Francisco de Assis, em Ouro Preto, no próximo sábado, dia 19 de novembro, às 20h30. A entrada é gratuita. A apresentação integra a programação da Semana do Aleijadinho.
Assinado pelo Duo Desvio, C’Alma é um concerto autoral, emoldurado pelos ritmos populares brasileiros com um toque de sofisticação do pensamento erudito. No concerto, instrumentos genuinamente brasileiros dão a textura rítmica para as melodias e harmonias do piano e do violão, unindo tradições distintas, seculares e modernas.
O repertório conta com 10 obras escritas para instrumentos de percussão e orquestra de cordas, além da estreia mundial de uma obra inédita: Concerto para Dois Pandeiros e Orquestra.
A Série Domingos Clássicos é uma parceria entre o Sesc Palladium e a Orquestra Ouro Preto. Assim, o centro cultural reforça sua missão de realizar ações para formação de público e democratização do acesso à cultura, valorizando a música de concerto.
",OOP,17/11/2016
OOP CONVIDA DESVIO,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/11/oop_16_capa_face_desvio.png,CONCERTO ENCERRA EDIÇÃO 2016 DA SÉRIE DOMINGOS CLÁSSICOS,"A Série Domingos Clássicos encerra, neste domingo (13/11), a edição 2016, com uma apresentação inédita. A Orquestra Ouro Preto, sob regência do maestro Rodrigo Toffolo, convida o Duo Desvio, dos percussionistas Leonardo Gorosito e Rafael Alberto, para um concerto especial intitulado C’Alma. O concerto será realizado às 11h, no Grande Teatro do Sesc Palladium. Os ingressos podem ser adquiridos na bilheteria do Sesc Palladium, ou no site do centro cultural, ao valor de R$5,00 (inteira) e R$2,50 (meia entrada).
Assinado pelo Duo Desvio, C’Alma é um concerto autoral, emoldurado pelos ritmos populares brasileiros com um toque de sofisticação do pensamento erudito. No concerto, instrumentos genuinamente brasileiros dão a textura rítmica para as melodias e harmonias do piano e do violão, unindo tradições distintas, seculares e modernas.
O repertório conta com 10 obras escritas para instrumentos de percussão e orquestra de cordas, além da estreia mundial de uma obra inédita: Concerto para Dois Pandeiros e Orquestra.
A Série Domingos Clássicos é uma parceria entre o Sesc Palladium e a Orquestra Ouro Preto. Assim, o centro cultural reforça sua missão de realizar ações para formação de público e democratização do acesso à cultura, valorizando a música de concerto.
Repertório
1) Concerto para dois pandeiros e orquestra – Leonardo Gorosito e Rafael Alberto
2) Roda – Leonardo Gorosito e Rafael Alberto
3) Bloco – Leonardo Gorosito e Rafael Alberto
4) Rural – Leonardo Gorosito e Rafael Alberto
5) Marinho – Leonardo Gorosito e Rafael Alberto
6) Calma – Leonardo Gorosito e Rafael Alberto
7) Angola – Leonardo Gorosito e Rafael Alberto
8) Incursão – Leonardo Gorosito e Rafael Alberto
9) Nação – Leonardo Gorosito e Rafael Alberto
10) Cascas – Leonardo Gorosito e Rafael Alberto
",OOP,10/11/2016
UMA NOITE COM A OOP,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/10/oop_16_capa_face_bh_hall.jpg,"DOIS CONCERTOS EM UMA NOITE IMPERDÍVEL!
","No próximo dia 05 de novembro, sábado, às 21h30, no BH Hall, em Belo Horizonte, você terá a oportunidade de assistir ao maior espetáculo musical do ano: Uma Noite com a Orquestra Ouro Preto!
No programa, o concerto que conquistou o prêmio da Música Brasileira “Valencianas”, com a presença confirmada de Alceu Valença, e o aclamado por crítica e público “The Beatles”.
Dois concertos completos, em uma noite imperdível!
Ingressos:
– Bilheteria do BH Hall (Av. Nossa Senhora do Carmo, 230, Belo Horizonte);
– www.ticketsforfun.com.br.
Preços:
Arquibancada – R$90,00 (inteira);
Mesa – R$ 440,00 (R$110,00 a cadeira);
Mesa Especial – próxima ao palco – R$520,00 (R$130,00 a cadeira).
",OOP,13/10/2016
RESULTADO CONCURSO BEATLES SINFÔNICO,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/10/oop_beatles_capa_02-1024x269.jpg,"CONFIRA AS BANDAS SELEICONADAS.
","A Orquestra Ouro Preto e a Rede Pitágoras anunciam as bandas vencedoras do concurso Beatles Cultural.
As Bandas Selecionadas foram:
1- Frics
2- 19 miles
Participaram da escolhas os seguintes músicos:
Rodrigo Toffolo – Diretor Artístico e Regente Titular da Orquestra Ouro Preto.
Rodolfo Toffolo – Violinista e Spalla da Orquestra Ouro Preto.
Mateus Freire – Violinista e Compositor da Orquestra Ouro Preto.
Rodrigo Garcia – Compositor e Guitarrista da Orquestra Ouro Preto.
Nilson Bellotto – Contrabaxista da Orquestra Ouro Preto.
Enviamos nossos parabéns a todos e todas as participantes, e ficamos muito felizes com o resultado final.
",OOP,10/10/2016
MÚSICA PARA CINEMA NO MM GERDAU,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/10/oop_16_capa_face_gerdau_MUSICA_PARA_CINEMA.png,OOP APRESENTA TRILHAS PARA CINEMA EM BH,"Com regência do Maestro Rodrigo Toffolo, a Orquestra Ouro Preto faz concerto gratuito no MM Gerdau, no dia 08 de outubro, às 11h, em Belo Horizonte. A Orquestra Ouro Preto é patrocinada pela Gerdau.
No repertório, a Orquestra homenageia o cinema, contando parte da história da sétima arte, por meio da música. Durante o concerto, o público terá a oportunidade de conferir versões orquestrais de trilhas clássicas de filmes como A Noviça Rebelde, Casa Blanca, Cinema Paradiso, O Carteiro e o Poeta e de músicas que integraram boa parte da obra de Charles Chaplin.
O repertório aborda também o cinema nacional, apresentando temas de filmes como Central do Brasil e do documentário Três Irmãos de Sangue.
[…] Antes, no dia 08 de outubro, ás 11h, a Orquestra Ouro Preto faz concerto gratuito no MM Gerdau, em Belo Horizonte. No repertório: Música para Cinema. […]
",OOP,5/10/2016
OOP E GIRAMUNDO,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/10/oop_16_capa_face_giramundo.jpg,DOMINGOS CLÁSSICOS CELEBRA MÊS DAS CRIANÇAS,"A edição de outubro da série Domingos Clássicos traz um encontro para lá de especial. Celebrando o mês das crianças, a Orquestra Ouro Preto, sob regência do maestro Rodrigo Toffolo, convida o Grupo Giramundo em única apresentação, no próximo dia 09 de outubro, às 11h, no Grande Teatro do Sesc Palladium. Os ingressos estão esgotados.
O universo lúdico e performático do Teatro de Bonecos, unido à excelência, não menos mágica, da música de concerto. É o que proporciona o encontro entre a Orquestra Ouro Preto e o Grupo Giramundo.
Uma mistura ousada de mídias e música erudita. O espetáculo será formado por cenas de “Vinte mil Léguas Submarinas” do grupo de teatro de bonecos, com paisagem sonora executada, ao vivo, pela orquestra, com a imersão desta no mundo do cinema silencioso.
“Nada mais bonito e prazeroso do que celebrar o dia das crianças ao lado de um grupo tradicional, que faz sua arte a partir de um universo fantasioso e que, igualmente, nos liga ao mundo e nos emociona, como o Grupo Giramundo. Será um espetáculo especial, para toda a família”, comenta o maestro Rodrigo Toffolo, adiantando o repertório: Sinfonia para Cordas de Dmitri de Shostakovich.
Para Marcos Malafaia diretor geral do Giramundo, “o grupo continua seu caminho de mistura de teatro, cinema e música, e a oportunidade de montagem de cena de bonecos e animações com orquestra ao vivo é um desafio que pode trazer novidades para o futuro”.
A Série Domingos Clássicos é uma parceria entre o Sesc Palladium e a Orquestra Ouro Preto que, neste ano, segue com novidades. Assim, o centro cultural reforça sua missão de realizar ações para formação de público e democratização do acesso, valorizando a música de concerto.
 
Música para Cinema
Antes, no dia 08 de outubro, ás 11h, a Orquestra Ouro Preto faz concerto gratuito no MM Gerdau, em Belo Horizonte. No repertório: Música para Cinema.
Depois da BHBW 2016 gameiiiii de vez!
Boa tarde pessoal.
Com a licença de vocês, gostaria de fazer uma critica construtiva.
Estive no espetáculo ontem, domingo, dia 09/10 e, conversando com outros Pais que foram com a mesma espectativa que a minha, e chegamos à conclusão de que algo não ficou , de alguma forma, errado.
A mágica que acontece, sempre que vou com minha família apreciar os shows da orquestra não aconteceu ontem.
Pode ser ignorância minha mas, uma apresentação mais “alegre”, com mais cor, por ser o dia das crianças. Acho que um espetáculo as 11:00 da manha de um domigo, deveria ser alguma coisa mais lever. Tecnicamente foi bem feito mas acredito que, para as crianças (e alguns pais tb) não foi possível acompanhar a história. Acho que o horário e o tipo de publico não foram os adequados para o espetáculo que foi apresentado.
Apesar de eu conhecer o romance, meu filho ainda não. Ele é apaixonado pela musica de orquesta mas ontem, o ritímo mais lento e o ambiente muito escuro, não foram favoráveis para que ele submergice na mágica da música.
Abraço a todos e até o proximo espetáculo. Sou um espectador assíduo de voces.
Att.
Luiz Ornelas
",OOP,5/10/2016
ORQUESTRA OURO PRETO NO MUSIMAGEM,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/09/oop_16_musimagem_face_capa_002.png,"FINAL DE SEMANA COM MUITA MÚSICA.
","Além do concerto com Nelson Ayres e o Coro do Colégio Logosófico, na Sala Minas Gerais, a Orquestra Ouro Preto também marca presença no Festival Festival Musimagem 2016!
No dia 23 de setembro, com regência do maestro Arnon Oliveira,  se apresenta ao lado do Coro Madrigale, interpretando obras do compositor francês Bruno Coulais, autor de vários temas para filmes e animações.
Já no dia 25, sob regência do maestro Rodrigo Toffolo, a Orquestra Ouro Preto interpreta obras do audiovisual brasileiro. No repertório, composições escritas para a teledramaturgia, cinema e documentário.
Os concertos serão realizados às 19h30, no Teatro do Centro Cultural do Banco do Brasil, em Belo Horizonte.
Entrada gratuita, com retirada de senhas no Teatro do CCBB.
",OOP,22/9/2016
UM ENCONTRO ESPECIAL – OOP E NELSON AYRES,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/09/oop_16_nelson_ayres_face_capa.jpg,"COM REALIZAÇÃO DA AACL, SALA MINAS GERAIS RECEBE GRANDE ENCONTRO.","No dia 24 de setembro, sábado, às 16h30, a Sala Minas Gerais recebe um encontro especial.  A Orquestra Ouro Preto, sob regência do maestro Rodrigo Toffolo, realiza concerto ao lado do pianista Nelson Ayres, com participação especial do Coral Infantil do Colégio Logosófico. A apresentação tem o apoio cultural da Lei Estadual de Incentivo à Cultura do Estado de Minas Gerais, em uma realização da AACL – Associação de Amigos do Colégio Logosófico “González Pecotche”.
Reconhecido como uma das personalidades mais importantes da música instrumental brasileira contemporânea, o compositor, regente e pianista Nelson Ayres tem seu nome ligado a trabalhos de grandes referências da música popular brasileira e mundial, como Benny Carter, Dizzie Gilespie, Chico Buarque, Vincíus de Moraes, Edu Lobo, Gal Costa, Milton Nascimento, Ron Carter e Airto Moreira.
A apresentação une a excelência e versatilidade da Orquestra Ouro Preto, ao legado musical de Nelson Ayres, em um concerto para piano e orquestra de cordas, propondo o transito entre os universos da música popular e erudita, combinação marcante na biografia da formação mineira e do pianista paulista.
O repertório conta com músicas assinadas por Nelson como Perto do Coração, Veranico de Maio e Cidade Encantada, passando por Villa-Lobos, Tom Jobim, Edu Lobo e Chico Buarque, em arranjos inéditos, especialmente escritos para o concerto.
Além da Orquestra Ouro Preto e Nelson Ayres, o concerto conta ainda com a participação especial de 120 crianças do Coro Infantil do Colégio Logosófico, que prometem emocionar o público.
Ingressos
À venda na bilheteria da Sala Minas Gerais
De segunda-feira a sexta-feira das 12h às 21h – aos sábados 12h ás 18h
Valor dos ingressos: R$ 80,00 inteira e R$ 40,00 meia
Pelo site www.ingressorapido.com.br
[…] do concerto com Nelson Ayres e o Coro do Colégio Logosófico, na Sala Minas Gerais, a Orquestra Ouro Preto […]
",OOP,14/9/2016
ORQUESTRA OURO PRETO E PROJETO BRASIL EM BH,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/09/oop_16_capa_face_projeto_brasil1.jpg,"REPERTÓRIO TRAZ OBRAS DE CARTOLA, GONZAGUINHA, DOMINGUINHOS E OUTROS GRANDES NOMES DA MPB.
","A Orquestra Ouro Preto, sob regência do maestro Rodrigo Toffolo, convida o Projeto Brasil para concerto especial no dia 11 de setembro, domingo, às 11h, no Grande Teatro do Sesc Palladium. O concerto integra a programação da série Domingos Clássicos. Os ingressos custam R$5 (inteira) e R$2,50 (meia).
Formado pelo compositor e acordeonista Célio Balona, pelo pianista Clóvis Aguiar e pelo contrabaixista Milton Ramos, o Projeto Brasil se une à Orquestra Ouro Preto em um concerto que privilegia grandes temas da música popular brasileira.
No repertório, composições de Cartola, Gonzaguinha, Chico Buarque e Dominguinhos promovem o encontro entre a música popular e erudita, com arranjos inéditos para orquestra de cordas, em diálogo com o trabalho que a Orquestra Ouro Preto vem desenvolvendo desde sua formação.
Célio Balona conta como se deu este encontro. “Conheci o trabalho da Orquestra através de amigos e da mídia. Acho muito bom o trabalho que inclui peças eruditas e participação de artistas e músicos da MPB (Alceu Valença e Edu Lobo são ótimos exemplos dessa união). Agora estamos nós do Projeto Brasil nos preparando para essa notável experiência! ”, comenta.
Para o maestro Rodrigo Toffolo, todo concerto que tem em sua essência o diálogo com a música popular é sempre um desafio. “Apesar de termos desenvolvido vários trabalhos neste sentido, sempre temos que ter muito cuidado à forma de fazer música popular, que difere da erudita. Mas a expectativa é grande para executar esses grandes cânones da MPB, em uma roupagem mais formal, como demanda a linguagem da música de concerto”, analisa.
A Série Domingos Clássicos é uma parceria entre o Sesc Palladium e a Orquestra Ouro Preto que, neste ano, segue com novidades. Assim, o centro cultural reforça sua missão de realizar ações para formação de público e democratização do acesso, valorizando a música de concerto.
Programa
Assum Preto – Luiz Gonzaga e Humberto Teixeira
Velas Içadas – Ivan Linz e Vitor Martins
Da Cor do Pecado – Bororó
Send in the Clows – Stephen Sondheim
Lamento Sertanejo – Dominguinhos
Explode Coração – Gonzaquinha
Canção da Manhã Feliz – Haroldo Barbosa e Luís Reis
Beatriz – Edu Lobo e Chico Buarque
As Rosas não Falam – Cartola
Oblivion – Astro Piazzolla
",adminoop,8/9/2016
VALENCIANAS – ESPETÁCULO DE SUCESSO CHEGA AO ESPÍRITO SANTO,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/07/oop_16_capa_site_gerdau_VALENCIANAS1.png,CANTOR E ORQUESTRA FAZEM CONCERTO INÉDITO EM VITÓRIA.,"Com regência do Maestro Rodrigo Toffolo e Alceu Valença como solista nos vocais, o cantor e compositor pernambucano se junta à Orquestra Ouro Preto para concerto inédito em Vitória (ES). A apresentação acontece no dia 27 de agosto, na Arena Vitória, às 20h30. Informações: (27) 3183-0500. Classificação 16 anos.
Gravado ao vivo no Grande Teatro do Palácio das Artes, em Belo Horizonte, VALENCIANAS recria o cancioneiro de Alceu Valença, celebrando seus 40 anos de carreira, com arranjos inéditos de parte significativa de sua obra para música de concerto.
Fenômeno de vendas, o CD e DVD Valencianas alcançou números expressivos. Pouco depois de seu lançamento, chegou a ficar 6º lugar em download no ITunes mundial (a frente do mais recente álbum do ColdPlay) e primeiro lugar na categoria MPB, aparecendo também, entre os singles, nos 20 primeiros com La Belle de Jour/Girassol (2º lugar), Anunciação (3º), Tropicana (6º) e Coração Bobo (16º). Nas lojas brasileiras, a venda física continua, com milhares de exemplares vendidos.
Com Valencianas, Alceu Valença e Orquestra Ouro Preto sagraram-se vencedores do Prêmio da Música Brasileira 2015, na categoria melhor álbum de MPB.
Valencianas
As Valencianas foram concebidas tendo como referência a biografia musical de Alceu e explora particularidades que tornaram a obra do cantor um marco na história da música popular brasileira. Assim, guitarra, violão, baixo elétrico, bateria e percussão dialogam com instrumentos típicos da sonoridade nordestina como sanfona, zabumba, tampa de panela, rabeca e marimbau que, por sua vez, unem-se a uma orquestra de cordas.
A partir dessa miscelânea, canções como Belle Du Jour, Coração Bobo, Tropicana, Anunciação, Sino de Ouro e Porto da Saudade ganharam contornos orquestrais. Destaque também para a Suíte Valenciana, peça composta por referenciais sonoros que buscam revelar o imaginário poético e musical de Alceu.
O espetáculo começou a ser preparado em 2010, quando o maestro e o compositor foram apresentados, em Ouro Preto, por um amigo em comum: o editor Paulo Rogério Lage, que há tempos acalentava proporcionar contornos orquestrais ao cancioneiro de seu compadre Alceu.
Serviço
27 de agosto – sábado –  Valencianas: Alceu Valença e Orquestra Ouro Preto. Ingressos: 1º Lote Cadeiras laterais não numeradas R$ 30,00 (meia); 1º Lote Cadeiras La Belle de Jour R$ 60,00 (meia); 2º Lote Cadeiras Anunciação R$ 90,00 (meia), 1º Lote Coração Bobo R$ 80,00 (meia), 1º Lote Tropicana R$ 60,00 (meia); Mesa Premium R$ 1.000,00; Mesa A R$ 800,00; Mesa B R$ 640,00; Lounge R$ 5.000,00 (para 10 pessoas). Pontos de venda: Jaklayne Joias (Laranjeiras, Shoppings Vitória, Vila Velha, Praia da Costa e Mestre Álvaro), Bar Di Dom Dom, Vem! Eventos, Soft Modas (Guarapari), Tanea Modas (Cachoeiro de Itapemirim, Castelo e Venda Nova do Imigrante) e site da Blueticket. Horário:20h30 – Local: Arena Vitória – Avenida Marechal Mascarenhas de Moraes, 2100, Bento Ferreira. Classificação 16 anos.
Valencianas, tem uma agenda de shows ?
Olá Deltonio. O próximo espetáculo está previsto para 05 de novembro, em BH.
Abraços
Olá! Já estão à venda os ingressos para esse show em bh? Se não estiver, existe alguma previsão de data? Obrigada!
Oi Ana, como vai?
Qual concerto? Temos várias apresentações agendadas para BH. As próximas serão no proximo final de semana. Confira nossa agenda.
Abraços
O show valencianas devera ser dia 5 de novembro em Belo
Horizonte mas os ingressos deverao estar disponiveis em qual site?
Oi Luciene, tudo bem?
Estamos fechando a produção deste concerto. Assim que estiver tudo acertado divulgaremos.
Abraços
Existe alguma possibilidade desse espetáculo brilhante acontecer em São Paulo num futuro próximo?? Obrigado!
Oi Gabriel, tudo bem?
Há possibilidades sim, mas ainda estamos em processo de fechamento. Provavelmente em outubro. Continue acessando nosso site para ter acesso a mais informações.
Abraços
Fortaleza consta na agenda de Valencianas? 
Infelizmente não temos previsão, Carla! 
",OOP,23/8/2016
ORQUESTRA OURO PRETO AO ALCANCE DE UM CLIQUE,http://2.gravatar.com/avatar/88a77d2ee75ec830a4d5feee8805597d?s=80&d=mm&r=g,GRAVADORA NAXOS DISPONIBILIZA DISCOS EM DIVERSAS PLATAFORMAS.,"Considerado o maior selo de música clássica do mundo, a Naxos acaba de disponibilizar os discos Latinidade: música para as Américas e Concertos para Cordas – Antonio Vivaldi, em várias plataformas. Referência mundial no campo da música de concerto, a gravadora possui catálogo composto por um seleto grupo de orquestras e artistas.
Com isso, parte importante do trabalho da Orquestra Ouro Preto fica disponível ao público à distância de um clique. Além do site da Naxos, o público poderá acessar os discos da Orquestra Ouro Preto em serviços de streaming como o Spotify e Deezer, além de web stores de referência como iTunes, Google Play e Amazon MP3.
Latinidade: música para as Américas e Concertos para Cordas – Antonio Vivaldi
Com direção artística do maestro Rodrigo Toffolo, regente titular da Orquestra Ouro Preto, Latinidade Música para as Américas compreende a efervescência cultural das Américas, versando sobre um rico panorama da música no continente, através de sete peças, divididas em 19 faixas.
Ouça Latinidade: música para as Américas:
Spotify
Deezer
Já Concertos para Cordas – Antonio Vivaldi apresenta registro inédito de nove concertos para cordas assinados por Vivaldi (1678 – 1741), em uma gravação dinâmica, vigorosa e cheia de força.
Ouça Concertos para Cordas – Antonio Vivaldi:
Spotify
Deezer
 
",OOP,18/8/2016
ORQUESTRA OURO PRETO CONVIDA CRISTIAN BUDU,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/08/oop_16_midias_sociais_cristian_budu_capa_face1.jpg,CONCERTO CONTA AINDA COM PARTICIPAÇÃO DA ORQUESTRA DE CÂMARA DO SESC.,"Com regência do Maestro Rodrigo Toffolo, a Orquestra Ouro Preto convida o pianista brasileiro Cristian Budu e a Orquestra de Câmara do Sesc para um concerto especial na edição de Agosto da Série Domingos Clássicos. A apresentação que integra a programação de aniversário do Sesc Palladium, será no dia 14 de Agosto, às 11h. Os ingressos custam R$5 (inteira) e R$2,50 (meia).
Dono de um talento extraordinário e uma musicalidade genuína, o pianista brasileiro Cristian Budu é considerado um dos expoentes de sua geração. Desde muito jovem conquistou grandes prêmios como o Concurso Nelson Freire, o Programa Prelúdio da TV Cultura e o Concurso Clara Haskil, este último em 2013, consagrando-o como o primeiro brasileiro a receber o mais importante prêmio do mundo dedicado a pianistas.
Também sobe ao palco, junto à Orquestra Ouro Preto, os jovens da Orquestra de Câmara do Sesc, que tem como princípio promover a iniciação musical de crianças e adolescentes, com idades entre oito e 17 anos, estudantes de escolas públicas parceiras do Sesc.
O repertório homenageia o maestro e compositor brasileiro Ernani Aguiar (1950 – ), com destaque ainda para composições de J. C. Bach (1735 – 1782), Antonio Vivaldi (1678 – 1741) Ferdinand Kuchler (1867 – 1937) e Ernest Mahle (1929 – ).
A Série Domingos Clássicos é uma parceria entre o Sesc Palladium e a Orquestra Ouro Preto, com curadoria de Marcos Souza e Rodrigo Toffolo.
",OOP,9/8/2016
5 CURIOSIDADES QUE VOCÊ PROVAVELMENTE NÃO SABIA SOBRE OS BEATLES,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/07/2014-12-07_OOP_GravacaoDvdBeatles_NathaliaTorres-138.jpg,Leia e descubra!,"Compartilhamos um sentimento, ou talvez seja uma certeza: os Beatles foram uma das maiores (e melhores) banda de rock do mundo! É inegável que o talento e sucesso do Quarteto de Liverpool influenciaram o comportamento e o estilo de várias gerações. O alcance de suas músicas até os dias de hoje é uma daquelas coisas inexplicáveis que acontecem poucas vezes na vida.
Em julho celebramos o dia mundial do rock e em agosto, Belo Horizonte abriga o maior evento beatlemaníaco do Brasil: a BH Beatle Week. Assim, não há melhor maneira de celebrar a obra dos Beatles que relembrando um pouco da trajetória do grupo.
Entretanto, há algumas curiosidades sobre o Fab Four que nem todo mundo sabe. Listamos alguns fatos:
1- Você sabia que a música Hey Jude foi composta por Paul McCartney em homenagem a Julian Lennon, filho de John Lennon com Cynthia Powell, primeira esposa de John? É que Julian andava tristonho por conta da separação de seus pais. Já observou a letra? Lindíssima!
2- O primeiro nome de Eleanor Rigby foi Daisy Hawkins. MaNenhum dos quatro toca instrumentos nessa música.
3- A mais longa gravação dos Beatles foi o álbum Sgt. Pepper’s, que durou 29 dias. Por exemplo, para concluir o primeiro álbum Please Please Me, os rapazes de Liverpool demoraram apenas 24 horas.
4- O nome Beatles surgiu em meados de 1960, a partir de uma sugestão de Stu (Stuart Fergusson Victor Sutcliffe, que integrou a primeira formação da banda) e Jonh, inspirados no grupo Crickets, de Buddy Holly. Achando que o nome da banda era um trocadilho entre o inseto (gafanhoto) com o jogo (críquete), juntaram beat (de batida) com beetle (besouro).
5- John conheceu Paul em uma quermesse. No palco estava Quarrymen, a banda que reunia os colegas de escola. A amizade entre os dois ganhou força. Veio George, e assim se formava a primeira versão da banda que viria mudar o mundo.
Maestro Rodrigo Toffolo.
Foto: Naty Torres
 
Rodrigo, seguir a OOP é sempre um banho de cultura!
Obrigado pelas palavras, Elizabeth.
Abraços
Parabens e vida longa para esta orquestra tão maravilhosa1
Por favor , onde posso encontrar o DVD THE BEATLES ?
Boa tarde, amigo Marcos! Obrigado pelas palavras gentis. O DVD Beatles é sempre vendido em nossos concertos e, em breve, em nossa loja virtual. Grande abraço!
",OOP,29/7/2016
MOMENTOS HISTÓRICOS PEDEM POR GRANDES MELODIAS,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/07/oop_16_pampulha_capa_SITE_1.jpg,Orquestra Ouro Preto faz concerto em homenagem à Pampulha.,"Minas Gerais foi contemplada com uma grande condecoração. O Conjunto Arquitetônico da Pampulha foi tombado pela Unesco como Patrimônio Cultural da Humanidade. E para celebrar este importante momento, a Orquestra Ouro Preto fará um concerto especial na próxima sexta-feira, dia 22 de Julho, na Praça Dino Barbieri, em frente à Igrejinha da Pampulha. O evento faz parte da edição do Minas ao Luar, com início às 19h. O concerto da Orquestra Ouro Preto está agendado para as 22h.
Sob regência do maestro Rodrigo Toffolo, a apresentação integra as comemorações em homenagem ao título recém concedido pela UNESCO à Pampulha.  Em Minas Gerais, o Conjunto Arquitetônico da Pampulha se junta à cidade de Ouro Preto, ao centro histórico de Diamantina e aos Profetas de Alejadinho em Congonhas, como Patrimônio Cultural da Humanindade.
No repertório, a Orquestra Ouro Preto apresenta o concerto Latinidade: música para as Américas, com as músicas do mais recente álbum do grupo, distribuído pela Naxos, a maior gravadora de música de concerto do mundo.
Este concerto da O.O.P na Pampulha foi um dos mais incríveis que já assisti, com uma escolha de repertório extremamente feliz do que a Orquestra é capaz de executar com sua excelencia sensibilidade musical ! O público que assistia pela primeira vez saiu dali muito impressionado com tudo que ouviu!!!! Parabéns a todos!!!!
Oi Nadieh, agradecemos pelas palavras.
Um abraço!
",OOP,20/7/2016
VALENCIANAS – ALCEU VALENÇA E ORQUESTRA OURO PRETO,http://www.orquestraouropreto.com.br/site/wp-content/uploads/2016/07/oop_16_capa_site_gerdau_VALENCIANAS1.png,Cantor e Orquestra fazem concerto em Itabirito.,"Alceu Valença e Orquestra Ouro Preto se unem, mais uma vez, com o espetáculo Valencianas. Vencedor do Prêmio da Música Brasileira em 2015, Valencianas abre o Julie Fest, na cidade de Itabirito, no próximo dia 14 de julho, às 23h, na Praça dos Inconfidentes (área do julie Fest). Com regência do maestro Rodrigo Toffolo, a apresentação tem entrada gratuita e conta com patrocínio da Gerdau.
Valencianas recria o cancioneiro de Alceu Valença, celebrando 40 anos de carreira do cantor pernambucano, com arranjos inéditos de parte significativa de sua obra para música de concerto.
Valencianas
As Valencianas foram concebidas tendo como referência a biografia musical de Alceu e explora particularidades que tornaram a obra do cantor um marco na história da música popular brasileira. Assim, guitarra, violão, baixo elétrico, bateria e percussão dialogam com instrumentos típicos da sonoridade nordestina como sanfona, zabumba, tampa de panela, rabeca e marimbau que, por sua vez, unem-se a uma orquestra de cordas.
A partir dessa miscelânea, canções como Belle Du Jour, Coração Bobo, Tropicana, Anunciação, Sino de Ouro e Porto da Saudade ganharam contornos orquestrais. Destaque também para a Suíte Valenciana, peça composta por referenciais sonoros que buscam revelar o imaginário poético e musical de Alceu. Os arranjos ficaram a cargo do violinista Mateus Freire.
O espetáculo começou a ser preparado em 2010, quando o maestro e o compositor foram apresentados, em Ouro Preto, por um amigo em comum: o editor Paulo Rogério Lage, que há tempos acalentava proporcionar contornos orquestrais ao cancioneiro de seu compadre Alceu.
No verão de 2012, o maestro Rodrigo Toffolo e o arranjador e violinista Mateus Freire foram novamente ao encontro do homenageado, desta vez em Olinda, e voltaram com mais de quarenta músicas na bagagem, sugeridas pelo próprio Alceu. Dentre estas, 13 foram escolhidas para compor o repertório de Valencianas.
",OOP,12/7/2016
